,ROAD_NO,SPEED_LIMIT,LONGITUDE,LATITUDE,CRASH_DATE,CRASH_TIME,SEVERITY,TOTAL_BIKE_INVOLVED,TOTAL_TRUCK_INVOLVED,TOTAL_HEAVY_TRUCK_INVOLVED,TOTAL_MOTOR_CYCLE_INVOLVED,TOTAL_OTHER_VEHICLES_INVOLVED,TOTAL_PEDESTRIANS_INVOLVED,CRASH_YEAR
13947,H057,60.0,115.734748,-33.022035,22/7/18,215.0,Medical,0,0,0,0,1,0,18.0
13949,113Z001,,115.972586,-31.948379,22/7/18,610.0,Medical,0,0,0,0,2,0,18.0
13950,H012,60.0,115.856176,-32.046611,22/7/18,15.0,Medical,0,0,0,0,2,0,18.0
13951,H769,60.0,115.864122,-32.085269,22/7/18,1540.0,Medical,0,0,0,0,2,0,18.0
13952,H026,60.0,115.876803,-31.947973,23/7/18,2320.0,Medical,0,0,0,0,2,0,18.0
13953,6051002,60.0,121.462291,-30.746646,23/7/18,1440.0,Medical,0,0,0,0,2,0,18.0
13954,H027,70.0,115.936864,-31.987172,23/7/18,705.0,Medical,0,1,0,0,1,0,18.0
13957,H002,60.0,115.798549,-32.093646,23/7/18,1730.0,Medical,0,0,0,0,2,0,18.0
13958,H017,70.0,115.993321,-31.995677,23/7/18,1730.0,Medical,0,0,0,0,3,0,18.0
13959,H422,70.0,115.750913,-32.519523,23/7/18,1625.0,Medical,0,0,0,0,2,0,18.0
13960,1240007,60.0,115.841941,-31.943342,23/7/18,1240.0,Medical,0,0,0,0,2,0,18.0
13961,H006,50.0,116.07766,-31.430587,23/7/18,1430.0,Medical,0,0,1,0,1,0,18.0
13963,H035,60.0,115.830177,-31.869782,23/7/18,1500.0,Medical,0,1,0,0,1,0,18.0
13964,H001,50.0,115.979565,-32.049324,24/7/18,800.0,Medical,0,0,0,0,0,0,18.0
13965,H035,60.0,115.724463,-31.635212,24/7/18,2145.0,Hospital,0,0,0,0,2,0,18.0
13966,H035,60.0,115.830247,-31.86996,24/7/18,1330.0,Medical,0,0,0,0,4,0,18.0
13967,1250129,60.0,115.855114,-31.868933,24/7/18,915.0,Medical,0,0,0,0,1,0,18.0
13968,1090698,60.0,115.876783,-31.835041,24/7/18,1200.0,Medical,0,0,0,0,1,0,18.0
13969,1120004,60.0,115.894824,-31.916764,24/7/18,900.0,Medical,0,0,0,0,3,0,18.0
13971,H002,60.0,115.747996,-32.49067,24/7/18,1820.0,Medical,0,0,0,0,2,0,18.0
13972,H015,80.0,115.850491,-32.10539,24/7/18,715.0,Medical,0,0,1,0,0,0,18.0
13973,1070011,70.0,115.825481,-32.297463,24/7/18,915.0,Medical,0,0,0,0,2,0,18.0
13974,H017,70.0,115.983783,-32.115109,24/7/18,1145.0,Medical,0,0,0,1,0,0,18.0
13975,H016,80.0,115.79194,-31.835786,24/7/18,2235.0,Medical,0,0,0,0,2,0,18.0
13976,H667,60.0,115.874424,-31.947764,24/7/18,1530.0,Medical,0,1,0,0,1,0,18.0
13977,H002,60.0,115.747079,-32.49192,24/7/18,1845.0,Medical,0,0,0,0,1,0,18.0
13978,H015,80.0,115.859499,-32.133303,24/7/18,1600.0,Medical,0,0,0,0,1,0,18.0
13980,1030498,60.0,115.782773,-32.095729,25/7/18,1606.0,Hospital,0,0,0,0,2,0,18.0
13982,1140022,60.0,115.900547,-32.008227,25/7/18,911.0,Hospital,1,0,0,0,1,0,18.0
13984,H005,60.0,115.89901,-31.962531,25/7/18,1900.0,Medical,0,0,0,1,0,0,18.0
13985,1280573,60.0,115.842359,-31.942861,25/7/18,1810.0,Medical,0,0,0,0,2,0,18.0
13986,H002,60.0,115.774097,-32.425555,25/7/18,820.0,Hospital,0,0,0,0,2,0,18.0
13988,1090540,60.0,115.989322,-31.813369,25/7/18,1600.0,Medical,0,0,0,0,1,0,18.0
13991,H027,70.0,115.975009,-32.003694,25/7/18,1115.0,Medical,0,0,0,0,2,0,18.0
13992,1120002,60.0,115.894022,-31.915222,26/7/18,1655.0,Medical,0,0,0,0,0,0,18.0
13993,1220005,60.0,115.804207,-31.947697,26/7/18,2336.0,Hospital,0,0,0,0,2,0,18.0
13995,1090570,70.0,115.955867,-31.87564,26/7/18,1455.0,Medical,0,0,0,0,1,0,18.0
13996,1280573,60.0,115.842359,-31.942861,26/7/18,1815.0,Medical,0,0,0,0,1,0,18.0
13997,H028,60.0,115.828306,-31.888955,26/7/18,2020.0,Hospital,0,0,0,0,2,0,18.0
13998,1251727,60.0,115.862322,-31.875178,26/7/18,1710.0,Medical,0,0,0,0,2,0,18.0
13999,1180005,60.0,115.756514,-32.060426,26/7/18,1345.0,Medical,0,0,0,0,4,0,18.0
14000,1100168,60.0,115.854591,-31.835907,26/7/18,900.0,Hospital,0,0,0,0,3,0,18.0
14001,M016,60.0,117.444171,-31.208643,26/7/18,830.0,Hospital,0,0,0,0,1,0,18.0
14002,1250069,30.0,115.811813,-31.908273,26/7/18,1515.0,Medical,0,0,0,0,2,0,18.0
14003,H005,60.0,115.977299,-31.899278,26/7/18,1645.0,Medical,0,0,0,0,3,0,18.0
14006,1120005,60.0,115.924341,-31.888927,27/7/18,1300.0,Medical,0,0,0,0,0,0,18.0
14007,H025,60.0,115.761221,-32.081632,27/7/18,1845.0,Medical,0,0,0,0,2,0,18.0
14008,H017,70.0,115.99813,-32.015076,27/7/18,705.0,Medical,0,0,0,0,2,0,18.0
14009,H012,60.0,115.819269,-32.046152,27/7/18,1605.0,Medical,0,0,0,0,2,0,18.0
14010,H682,70.0,115.852925,-32.109571,27/7/18,1850.0,Medical,0,0,0,0,2,0,18.0
14011,1240038,40.0,115.855845,-31.956097,27/7/18,650.0,Medical,0,0,0,0,2,0,18.0
14012,H021,70.0,115.802194,-31.85634,27/7/18,1545.0,Medical,0,0,0,0,2,0,18.0
14013,1140012,60.0,115.923057,-31.994554,27/7/18,809.0,Hospital,0,0,0,0,1,1,18.0
14014,1101403,70.0,115.825794,-31.832105,27/7/18,930.0,Medical,0,0,0,0,2,0,18.0
14015,1091232,60.0,116.017137,-31.898165,27/7/18,1050.0,Medical,0,0,0,0,2,0,18.0
14016,1250141,60.0,115.808029,-31.86459,27/7/18,1210.0,Medical,0,0,0,0,2,0,18.0
14017,H005,60.0,115.913131,-31.953403,27/7/18,830.0,Medical,0,0,0,0,1,0,18.0
14018,H006,50.0,116.081349,-31.427102,27/7/18,1838.0,Hospital,0,0,0,0,1,0,18.0
14019,H015,80.0,115.84699,-31.964159,27/7/18,1800.0,Medical,0,0,0,0,2,0,18.0
14025,1300277,40.0,115.865026,-31.945781,28/7/18,1040.0,Medical,0,0,0,0,2,0,18.0
14027,H659,70.0,115.764843,-31.754835,28/7/18,1010.0,Medical,0,0,0,0,1,0,18.0
14029,8110147,50.0,117.795058,-22.693401,28/7/18,1240.0,Hospital,0,0,0,1,1,0,18.0
14030,1140001,60.0,115.921414,-32.012793,29/7/18,655.0,Hospital,0,0,0,0,2,0,18.0
14031,H003,50.0,122.298992,-32.059633,29/7/18,802.0,Hospital,0,0,2,0,0,0,18.0
14033,1311665,70.0,115.765325,-31.748891,29/7/18,1600.0,Medical,0,0,0,0,2,0,18.0
14034,1090049,70.0,115.997605,-31.65538,29/7/18,1110.0,Medical,0,0,0,0,1,0,18.0
14035,H018,70.0,116.016054,-31.940642,29/7/18,945.0,Medical,0,0,0,0,2,0,18.0
14036,H069,70.0,115.828848,-31.787303,29/7/18,1615.0,Hospital,0,0,0,0,1,0,18.0
14038,H033,60.0,116.046071,-31.855865,29/7/18,1215.0,Medical,0,0,0,0,1,0,18.0
14039,1140051,60.0,115.878488,-32.047966,29/7/18,1220.0,Medical,0,0,0,0,2,0,18.0
14040,H029,60.0,115.754549,-31.779763,29/7/18,642.0,Medical,1,0,0,0,1,0,18.0
14041,1091232,60.0,116.016582,-31.898032,29/7/18,1626.0,Hospital,0,0,0,0,2,0,18.0
14042,1093001,70.0,115.899851,-31.833538,29/7/18,2232.0,Hospital,0,0,0,0,1,0,18.0
14044,1280188,60.0,115.791763,-31.941938,30/7/18,735.0,Medical,0,0,0,0,3,0,18.0
14046,1251885,60.0,115.80391,-31.908995,30/7/18,1235.0,Medical,0,0,0,0,1,0,18.0
14047,M001,50.0,118.422086,-33.59643,30/7/18,615.0,Medical,0,0,0,0,1,0,18.0
14048,H015,80.0,115.856434,-32.010866,30/7/18,730.0,Medical,0,0,0,0,2,0,18.0
14050,1311900,70.0,115.765426,-31.817115,30/7/18,1605.0,Medical,0,0,0,0,2,0,18.0
14051,1101268,70.0,115.837073,-31.820888,30/7/18,1735.0,Medical,0,0,0,0,3,0,18.0
14052,1120014,60.0,115.904991,-31.875499,30/7/18,2145.0,Hospital,0,0,0,0,2,0,18.0
14054,H021,70.0,115.791938,-31.856932,30/7/18,1905.0,Medical,0,0,0,0,2,0,18.0
14055,1020620,60.0,116.153753,-31.976673,30/7/18,1235.0,Fatal,0,0,0,1,0,0,18.0
14056,H010,50.0,121.696379,-32.449567,30/7/18,1810.0,Fatal,0,0,0,0,1,0,18.0
14057,H015,80.0,115.857034,-32.175388,30/7/18,2013.0,Hospital,0,0,0,1,0,0,18.0
14060,H006,50.0,122.487256,-18.186707,31/7/18,1135.0,Medical,0,0,0,0,2,0,18.0
14063,1141013,70.0,115.880129,-32.03866,31/7/18,1500.0,Medical,0,0,0,0,2,0,18.0
14064,1141104,70.0,115.915284,-32.086645,31/7/18,1500.0,Medical,0,0,0,0,3,0,18.0
14066,1290014,60.0,115.910695,-31.992287,31/7/18,805.0,Medical,1,0,0,0,1,0,18.0
14067,H035,60.0,115.84371,-31.904587,31/7/18,740.0,Medical,0,0,0,0,1,0,18.0
14068,1091579,60.0,116.006548,-31.883893,31/7/18,1518.0,Medical,0,0,0,0,1,1,18.0
14069,H021,70.0,115.827175,-31.859538,31/7/18,1630.0,Medical,0,0,1,0,1,0,18.0
14070,H012,60.0,115.822322,-32.046135,31/7/18,1530.0,Hospital,0,0,0,0,1,0,18.0
14072,1090698,60.0,115.877569,-31.845957,31/7/18,2030.0,Medical,0,0,0,0,2,0,18.0
14074,H008,60.0,119.875923,-33.607202,31/7/18,2130.0,Hospital,0,0,0,0,1,0,18.0
14075,H017,70.0,116.014823,-32.047233,31/7/18,1007.0,Hospital,0,0,0,0,2,0,18.0
14076,1060016,60.0,116.03343,-31.887388,31/7/18,1823.0,Fatal,0,0,0,0,1,2,18.0
14077,1020023,60.0,116.036301,-31.942358,31/7/18,2228.0,Hospital,0,0,0,0,1,0,18.0
14078,1040002,60.0,115.921011,-32.077966,31/7/18,1557.0,Hospital,0,0,0,0,1,1,18.0
14079,H015,80.0,115.855362,-32.119569,1/8/18,550.0,Medical,0,0,0,0,0,0,18.0
14080,1250050,60.0,115.881846,-31.924831,1/8/18,705.0,Hospital,0,0,0,0,0,0,18.0
14081,1103105,70.0,115.719256,-31.693253,1/8/18,1955.0,Hospital,0,0,0,0,2,0,18.0
14083,H026,60.0,115.942596,-31.907695,1/8/18,822.0,Hospital,0,0,0,0,1,1,18.0
14084,H038,70.0,115.923815,-32.204452,1/8/18,600.0,Hospital,0,0,0,0,2,0,18.0
14087,H035,60.0,115.808656,-31.781517,1/8/18,830.0,Medical,0,0,0,0,3,0,18.0
14088,H016,80.0,115.782108,-31.800292,1/8/18,705.0,Medical,0,0,0,0,2,0,18.0
14089,H032,60.0,115.881666,-32.066853,1/8/18,815.0,Medical,0,0,0,0,1,0,18.0
14090,H016,80.0,115.782257,-31.802842,1/8/18,730.0,Medical,0,0,0,0,2,0,18.0
14091,1090502,60.0,115.98746,-31.852198,1/8/18,610.0,Medical,0,1,0,0,0,0,18.0
14092,1010021,70.0,115.947203,-32.115076,1/8/18,630.0,Medical,0,0,0,0,1,0,18.0
14093,1251727,60.0,115.859845,-31.872795,1/8/18,1050.0,Medical,0,0,0,0,1,0,18.0
14094,H015,80.0,115.851315,-31.984335,1/8/18,1640.0,Medical,0,0,0,0,2,0,18.0
14095,H005,60.0,115.945467,-31.929626,1/8/18,1945.0,Medical,0,0,0,0,2,0,18.0
14096,H017,70.0,115.918358,-31.878679,1/8/18,820.0,Medical,0,0,0,0,3,0,18.0
14098,H006,50.0,118.836786,-21.770394,1/8/18,1948.0,Hospital,0,0,2,0,0,0,18.0
14099,H028,60.0,115.83769,-31.888965,1/8/18,1705.0,Medical,0,0,0,0,2,0,18.0
14101,H026,60.0,115.896604,-31.929498,1/8/18,1720.0,Medical,0,0,0,0,3,0,18.0
14104,1141104,70.0,115.897325,-32.074917,2/8/18,710.0,Medical,0,0,0,0,2,0,18.0
14105,1250001,60.0,115.795102,-31.845964,2/8/18,1525.0,Medical,0,0,0,0,1,0,18.0
14107,H001,50.0,116.005221,-32.074301,2/8/18,1530.0,Medical,0,0,0,0,2,0,18.0
14108,1070024,60.0,115.739592,-32.298447,2/8/18,1145.0,Medical,0,0,0,0,3,0,18.0
14109,113Z005,,115.963665,-31.969292,2/8/18,550.0,Medical,0,0,0,0,2,0,18.0
14110,H734,70.0,115.958696,-32.038127,2/8/18,640.0,Medical,0,0,0,0,2,0,18.0
14111,1090549,70.0,115.957156,-31.795601,2/8/18,1810.0,Medical,0,0,0,0,2,0,18.0
14112,H069,70.0,115.768157,-31.770053,2/8/18,835.0,Medical,0,0,0,0,2,0,18.0
14114,H015,80.0,115.85818,-32.033696,2/8/18,1002.0,Hospital,0,0,0,0,2,0,18.0
14115,H001,50.0,117.71047,-34.774851,2/8/18,1823.0,Hospital,0,0,1,0,1,0,18.0
14116,H749,60.0,115.904624,-32.056588,2/8/18,600.0,Medical,0,0,0,0,1,0,18.0
14117,H016,80.0,115.818524,-31.899169,2/8/18,915.0,Medical,0,0,0,0,2,0,18.0
14119,8060026,50.0,114.128458,-21.937867,2/8/18,857.0,Hospital,1,0,0,0,1,0,18.0
14120,H004,60.0,114.872633,-29.073381,2/8/18,1450.0,Fatal,0,0,0,0,2,0,18.0
14123,1290251,60.0,115.884144,-31.974905,3/8/18,2221.0,Hospital,0,0,0,0,2,0,18.0
14124,H023,70.0,115.864434,-32.126921,3/8/18,1800.0,Medical,0,1,0,0,2,0,18.0
14125,H001,50.0,115.945186,-32.026872,3/8/18,1720.0,Medical,0,0,0,0,3,0,18.0
14128,1300287,60.0,115.846627,-31.936418,3/8/18,1830.0,Medical,0,0,0,0,1,1,18.0
14129,H015,80.0,115.854425,-32.117274,3/8/18,1830.0,Medical,0,0,0,0,2,0,18.0
14130,H014,40.0,115.813895,-31.977257,3/8/18,830.0,Medical,0,0,0,0,3,0,18.0
14131,1010082,80.0,115.90798,-32.122557,3/8/18,1940.0,Medical,0,1,0,0,1,0,18.0
14132,H015,80.0,115.860131,-32.025066,3/8/18,1800.0,Medical,0,0,0,0,2,0,18.0
14133,1102151,60.0,115.713279,-31.653734,3/8/18,1450.0,Medical,0,0,0,0,2,0,18.0
14134,H001,50.0,115.949373,-32.027497,3/8/18,840.0,Medical,0,0,0,0,2,0,18.0
14135,H602,70.0,115.784156,-31.799266,3/8/18,800.0,Medical,0,0,0,0,3,0,18.0
14136,H005,60.0,115.996137,-31.890649,3/8/18,1055.0,Medical,0,0,0,0,1,0,18.0
14137,H026,60.0,115.903134,-31.927742,3/8/18,700.0,Medical,0,0,0,0,2,0,18.0
14139,1240006,60.0,115.817918,-31.970591,3/8/18,1820.0,Medical,0,0,0,0,2,0,18.0
14140,1240096,60.0,115.83716,-31.951734,3/8/18,1625.0,Medical,0,0,0,0,1,0,18.0
14141,1311287,60.0,115.765492,-31.794361,3/8/18,1915.0,Medical,0,0,0,0,2,0,18.0
14143,H014,40.0,115.818964,-31.975531,3/8/18,1840.0,Hospital,0,0,0,0,1,1,18.0
14145,H016,80.0,115.782608,-31.799298,3/8/18,1750.0,Medical,0,0,0,0,2,0,18.0
14147,H012,60.0,115.829153,-32.046074,3/8/18,1030.0,Medical,0,0,0,0,2,0,18.0
14149,1280307,60.0,115.819862,-31.940756,4/8/18,1216.0,Medical,0,0,0,0,2,0,18.0
14150,1101403,70.0,115.83022,-31.834061,4/8/18,2056.0,Hospital,0,0,0,0,1,0,18.0
14154,1020005,60.0,116.024485,-31.935439,4/8/18,1710.0,Medical,0,0,0,0,1,0,18.0
14156,H021,70.0,115.800193,-31.856492,4/8/18,215.0,Medical,0,0,0,0,2,0,18.0
14158,1250065,60.0,115.84428,-31.914116,4/8/18,1015.0,Medical,0,0,0,0,1,0,18.0
14159,H015,80.0,115.852389,-32.244249,4/8/18,2130.0,Medical,0,0,0,0,1,0,18.0
14160,H018,70.0,116.011001,-31.961016,4/8/18,745.0,Fatal,0,0,0,0,1,0,18.0
14161,1090023,60.0,116.038863,-31.657931,4/8/18,10.0,Fatal,0,0,0,0,1,0,18.0
14162,1190002,60.0,115.837856,-32.038098,4/8/18,1120.0,Medical,0,0,0,0,1,0,18.0
14164,H016,80.0,115.78261,-31.799344,4/8/18,1205.0,Medical,0,0,0,0,2,0,18.0
14165,H016,80.0,115.782499,-31.806835,4/8/18,1200.0,Medical,0,0,0,0,2,0,18.0
14166,H035,60.0,115.852572,-31.936464,5/8/18,1715.0,Hospital,0,0,0,0,4,0,18.0
14168,1300280,40.0,115.85691,-31.93883,5/8/18,1230.0,Hospital,0,0,0,0,3,0,18.0
14169,1300281,40.0,115.865872,-31.929093,5/8/18,2010.0,Hospital,0,0,0,0,2,0,18.0
14170,H028,60.0,115.849433,-31.888968,5/8/18,1015.0,Medical,0,0,0,0,2,0,18.0
14171,H036,60.0,115.760685,-31.87703,5/8/18,2000.0,Medical,0,0,0,1,1,0,18.0
14173,H029,60.0,115.754081,-31.795543,5/8/18,1550.0,Medical,0,0,0,0,1,0,18.0
14174,1120010,60.0,115.908301,-31.915762,5/8/18,1630.0,Medical,0,0,0,0,2,0,18.0
14177,H032,60.0,115.814776,-32.068705,6/8/18,1215.0,Medical,0,0,0,0,2,0,18.0
14178,H069,70.0,115.783452,-31.774888,6/8/18,1215.0,Medical,0,0,0,0,1,0,18.0
14180,H013,60.0,115.862487,-31.999441,6/8/18,1815.0,Medical,0,0,0,0,3,0,18.0
14181,8030031,60.0,113.659274,-24.876443,6/8/18,1215.0,Medical,0,0,0,0,2,0,18.0
14182,1141017,60.0,115.918255,-32.087128,6/8/18,1810.0,Medical,0,0,0,0,2,0,18.0
14184,2040005,60.0,115.647868,-33.339559,7/8/18,545.0,Medical,0,1,0,0,1,0,18.0
14185,1120006,60.0,115.903143,-31.903669,7/8/18,1645.0,Hospital,0,0,0,0,2,0,18.0
14186,1250088,60.0,115.818524,-31.903257,7/8/18,1845.0,Hospital,0,0,0,0,2,0,18.0
14187,1300280,40.0,115.856831,-31.938957,7/8/18,1652.0,Medical,0,0,0,1,0,1,18.0
14188,4211020,50.0,116.616419,-31.713509,7/8/18,1810.0,Medical,0,0,0,0,1,0,18.0
14191,3021001,50.0,117.883648,-35.026218,7/8/18,1252.0,Medical,0,0,0,0,1,1,18.0
14192,H015,80.0,115.855995,-32.00885,7/8/18,745.0,Medical,0,0,0,0,5,0,18.0
14193,H659,70.0,115.764843,-31.754835,7/8/18,1305.0,Medical,0,0,0,0,2,0,18.0
14194,H023,70.0,116.018366,-32.148983,7/8/18,1515.0,Medical,0,0,0,0,2,0,18.0
14195,H028,60.0,115.917565,-31.889267,7/8/18,1555.0,Hospital,0,0,0,1,1,0,18.0
14197,1040026,70.0,115.935128,-32.104198,7/8/18,1630.0,Medical,0,0,0,0,2,0,18.0
14198,H036,60.0,115.76676,-31.971139,7/8/18,1610.0,Medical,0,0,0,0,2,0,18.0
14203,5050058,60.0,114.645967,-28.77724,7/8/18,1600.0,Medical,0,0,0,0,2,0,18.0
14205,H057,60.0,115.723078,-33.107201,8/8/18,700.0,Hospital,0,1,0,0,1,0,18.0
14206,H035,60.0,115.852651,-31.94014,8/8/18,746.0,Medical,0,0,0,0,1,1,18.0
14207,M024,60.0,117.212992,-34.565927,8/8/18,1530.0,Hospital,0,1,0,0,0,0,18.0
14208,1080004,60.0,115.889576,-32.291802,8/8/18,556.0,Fatal,0,0,0,0,1,0,18.0
14209,5050005,50.0,114.609365,-28.782234,8/8/18,1240.0,Hospital,0,0,0,0,1,1,18.0
14210,1090571,70.0,115.944357,-31.887586,8/8/18,2050.0,Medical,0,0,0,0,2,0,18.0
14211,1250071,60.0,115.788925,-31.91577,8/8/18,700.0,Medical,0,0,0,0,2,0,18.0
14212,H015,80.0,115.846928,-31.962306,8/8/18,740.0,Hospital,0,0,0,0,4,0,18.0
14214,1030007,60.0,115.8114,-32.128511,8/8/18,1215.0,Medical,0,0,0,0,1,0,18.0
14215,H013,60.0,115.781707,-32.03696,8/8/18,610.0,Medical,0,0,0,0,2,0,18.0
14216,1040042,60.0,115.950294,-32.090787,8/8/18,1915.0,Medical,0,0,0,0,1,0,18.0
14217,H013,60.0,115.791017,-32.034779,8/8/18,910.0,Medical,0,0,0,0,2,0,18.0
14218,1020006,60.0,115.999509,-31.990535,8/8/18,1230.0,Medical,0,0,0,0,2,0,18.0
14219,1040016,60.0,115.961903,-32.055486,8/8/18,1300.0,Medical,0,0,0,0,2,0,18.0
14221,H015,80.0,115.857778,-32.021902,8/8/18,1845.0,Medical,0,0,0,0,2,0,18.0
14222,H015,80.0,115.84766,-31.97174,8/8/18,1700.0,Medical,0,0,0,0,3,0,18.0
14223,H015,80.0,115.846849,-31.962733,8/8/18,1530.0,Medical,0,0,0,0,2,0,18.0
14224,H028,60.0,115.916888,-31.888895,8/8/18,1915.0,Medical,0,0,0,0,2,0,18.0
14225,1070011,70.0,115.824659,-32.299192,8/8/18,850.0,Hospital,0,0,0,1,0,0,18.0
14226,1090549,70.0,115.988448,-31.795568,9/8/18,1610.0,Medical,0,0,0,0,0,0,18.0
14227,1010036,60.0,116.074485,-32.104743,9/8/18,1240.0,Medical,0,0,0,0,2,0,18.0
14228,H016,80.0,115.763042,-31.754078,9/8/18,903.0,Medical,0,0,0,0,3,0,18.0
14231,1300292,60.0,115.878442,-31.937841,9/8/18,1623.0,Hospital,0,0,0,0,4,0,18.0
14232,1240038,40.0,115.85702,-31.953566,9/8/18,1508.0,Hospital,0,0,0,0,1,1,18.0
14233,1300250,40.0,115.867071,-31.946631,9/8/18,1445.0,Hospital,0,0,0,1,1,0,18.0
14234,1030007,60.0,115.801065,-32.101554,9/8/18,1640.0,Medical,0,0,0,0,2,0,18.0
14236,H017,70.0,116.014932,-32.055535,9/8/18,1700.0,Medical,0,0,0,0,1,0,18.0
14237,H035,60.0,115.851927,-31.925783,9/8/18,1650.0,Medical,0,0,0,0,2,0,18.0
14238,H029,60.0,115.741913,-31.755739,9/8/18,610.0,Medical,0,0,0,0,1,0,18.0
14239,1240038,40.0,115.858747,-31.949978,9/8/18,1835.0,Medical,0,0,0,0,2,0,18.0
14240,H005,60.0,115.904209,-31.958427,9/8/18,2330.0,Medical,0,0,0,0,2,0,18.0
14242,H270,70.0,115.730425,-31.670373,9/8/18,1645.0,Medical,0,0,0,0,2,0,18.0
14243,H016,80.0,115.769444,-31.761623,10/8/18,830.0,Medical,0,0,0,0,0,0,18.0
14244,H016,80.0,115.781008,-31.784556,10/8/18,740.0,Medical,0,0,0,0,0,0,18.0
14245,1180005,60.0,115.75759,-32.068173,10/8/18,1315.0,Medical,0,0,0,0,2,0,18.0
14246,H015,80.0,115.853618,-32.002922,10/8/18,815.0,Medical,0,0,0,0,3,0,18.0
14247,H016,80.0,115.772346,-31.764147,10/8/18,845.0,Medical,0,0,0,0,2,0,18.0
14249,1300278,40.0,115.863636,-31.941045,10/8/18,830.0,Medical,0,0,0,0,2,0,18.0
14250,H002,60.0,115.758397,-32.28878,10/8/18,1540.0,Medical,0,0,0,0,3,0,18.0
14251,H028,60.0,115.856187,-31.889342,10/8/18,1550.0,Medical,0,0,0,0,4,0,18.0
14252,H001,50.0,115.906225,-31.982467,10/8/18,2305.0,Medical,0,0,0,0,2,0,18.0
14253,1100250,60.0,115.805407,-31.714483,10/8/18,550.0,Medical,0,0,0,0,1,0,18.0
14254,1250072,60.0,115.77347,-31.908923,10/8/18,835.0,Medical,0,0,0,0,1,0,18.0
14255,H001,50.0,115.902102,-31.977006,10/8/18,1015.0,Medical,0,0,0,0,2,0,18.0
14257,1020620,60.0,116.092321,-31.971262,10/8/18,1730.0,Hospital,0,0,0,0,2,0,18.0
14259,H047,50.0,123.64451,-17.309265,11/8/18,1250.0,Hospital,0,0,0,0,2,0,18.0
14261,H069,70.0,115.783452,-31.774888,11/8/18,1830.0,Medical,0,0,0,1,0,0,18.0
14262,H057,60.0,115.720239,-33.148482,11/8/18,900.0,Medical,0,1,0,0,1,0,18.0
14265,6040286,50.0,121.87124,-33.802814,11/8/18,130.0,Fatal,0,0,0,0,1,3,18.0
14266,3021003,50.0,117.885465,-35.027135,11/8/18,1040.0,Medical,0,0,0,0,1,1,18.0
14268,1030498,60.0,115.7827,-32.102497,11/8/18,1730.0,Medical,0,0,0,0,2,0,18.0
14269,1180042,40.0,115.746966,-32.057387,11/8/18,1800.0,Medical,0,0,0,0,2,0,18.0
14270,H029,60.0,115.745013,-31.759442,11/8/18,1900.0,Hospital,0,0,0,1,1,0,18.0
14271,H015,80.0,115.831775,-32.372968,12/8/18,1630.0,Medical,0,0,0,0,1,0,18.0
14273,H023,70.0,115.973593,-32.147264,12/8/18,1210.0,Hospital,1,0,0,0,1,0,18.0
14276,H028,60.0,115.775044,-31.876805,12/8/18,1415.0,Hospital,0,0,0,0,2,0,18.0
14277,1090502,60.0,116.000983,-31.813071,12/8/18,1115.0,Medical,0,0,0,0,2,0,18.0
14278,H002,60.0,115.747119,-32.515961,13/8/18,1200.0,Hospital,0,0,0,0,3,0,18.0
14279,1050004,60.0,115.804449,-32.263377,13/8/18,1500.0,Hospital,0,0,0,0,1,1,18.0
14280,1311900,70.0,115.788924,-31.818961,13/8/18,1350.0,Medical,0,0,0,0,2,0,18.0
14281,1090502,60.0,116.00064,-31.807607,13/8/18,1350.0,Fatal,0,0,0,0,2,0,18.0
14283,1040005,60.0,116.007751,-32.069053,13/8/18,745.0,Hospital,0,0,0,0,2,0,18.0
14284,H012,60.0,115.846803,-32.046113,13/8/18,815.0,Medical,0,0,0,0,2,0,18.0
14285,M074,70.0,115.706096,-32.54941,13/8/18,1245.0,Medical,0,0,0,0,2,0,18.0
14288,1280306,60.0,115.804213,-31.94426,13/8/18,1615.0,Medical,0,0,0,0,2,0,18.0
14290,H023,70.0,116.015732,-32.14826,14/8/18,1805.0,Medical,0,0,0,0,4,0,18.0
14291,H035,60.0,115.82196,-31.836814,14/8/18,1625.0,Medical,0,0,0,0,4,0,18.0
14292,H015,80.0,115.856814,-32.180619,14/8/18,808.0,Hospital,0,0,0,0,4,0,18.0
14293,1250999,30.0,115.756172,-31.891975,14/8/18,915.0,Medical,0,0,0,0,1,1,18.0
14294,1080004,60.0,115.923913,-32.293562,14/8/18,1300.0,Hospital,0,0,0,0,1,0,18.0
14295,H021,70.0,115.898048,-31.867614,14/8/18,1650.0,Medical,0,0,0,0,2,0,18.0
14297,H035,60.0,115.818555,-31.803442,14/8/18,1645.0,Medical,0,0,0,0,2,0,18.0
14298,1040090,70.0,115.943843,-32.075477,14/8/18,620.0,Medical,0,0,0,0,1,0,18.0
14299,H069,70.0,115.880314,-31.795632,14/8/18,820.0,Medical,0,0,0,0,2,0,18.0
14300,H013,60.0,115.793609,-32.034189,14/8/18,1805.0,Medical,0,0,0,0,2,0,18.0
14301,H069,70.0,115.778986,-31.774905,14/8/18,1500.0,Medical,0,0,0,0,2,0,18.0
14303,1030503,60.0,115.848773,-32.110593,14/8/18,815.0,Medical,0,0,0,0,2,0,18.0
14304,H675,60.0,115.8446,-31.940943,14/8/18,800.0,Medical,0,0,0,0,2,0,18.0
